14,0,0,1,60
14,0,0,1,53
14,4,1,1,47
14,0,1,1,52
14,4,0,1,46
14,1,1,1,104
14,1,0,1,55
14,0,1,1,46
14,7,0,1,57
14,11,0,1,63
14,11,1,1,71
14,10,0,1,4
14,8,0,1,81
14,10,1,1,74
14,9,1,1,105
14,11,0,1,65
14,9,1,1,11
14,10,0,1,44
14,16,0,1,96
14,14,1,1,102
14,15,0,1,75
14,14,1,1,74
14,17,0,1,121
14,13,0,1,105
14,13,1,1,90
14,23,1,1,29
14,23,0,1,48
14,21,0,1,84
14,21,0,1,63
14,23,0,1,59
14,20,1,1,78
14,21,0,1,67
14,20,1,1,74
14,23,0,1,59
14,23,1,1,25
14,23,0,1,71
14,20,0,1,50
14,19,1,1,119
14,18,1,1,60
14,5,0,1,50
14,0,0,1,51
14,2,0,1,58
14,4,1,1,57
14,4,0,1,44
14,1,0,1,41
14,1,1,1,72
14,0,0,1,66
14,5,1,1,36
14,0,0,1,39
14,10,0,1,80
14,9,0,1,83
14,11,1,1,89
14,8,0,1,75
14,8,1,1,89
14,10,1,1,77
14,11,0,1,88
14,11,1,1,47
14,8,0,1,60
14,10,1,1,65
14,15,0,1,97
14,16,0,1,58
14,17,0,1,72
14,13,0,1,94
14,13,1,1,73
14,20,1,1,103
14,19,0,1,97
14,21,0,1,84
14,19,1,1,80
14,21,0,1,67
14,19,1,1,64
14,20,1,1,64
14,23,1,1,70
14,20,0,1,69
14,23,1,1,62
14,1,0,1,54
14,11,1,1,63
14,11,0,1,60
14,7,1,1,81
14,7,1,1,77
14,9,1,1,59
14,9,1,1,76
14,8,0,1,111
14,10,0,1,56
14,10,0,1,83
14,8,0,1,96
14,10,1,1,55
14,8,0,1,9
14,10,1,1,71
14,6,1,1,46
14,10,0,1,114
14,10,0,1,56
14,8,1,1,59
14,15,1,1,86
14,12,0,1,91
14,16,1,1,78
14,12,0,1,14
14,13,1,1,146
14,15,0,1,68
14,14,1,1,76
14,13,1,1,65
14,20,1,1,59
14,23,1,1,113
14,23,0,1,45
14,20,0,1,69
14,18,0,1,49
14,21,1,1,64
14,20,1,1,78
14,23,0,1,51
14,23,0,1,36
14,23,0,1,68
14,22,0,1,74
14,18,0,1,89
14,1,0,1,59
14,0,1,1,79
14,5,0,1,71
14,4,0,1,47
14,0,0,1,71
14,9,1,1,67
14,9,1,1,84
14,8,0,1,59
14,11,1,1,112
14,9,0,1,76
14,7,0,1,115
14,11,0,1,83
14,8,0,1,78
14,7,1,1,78
14,8,1,1,55
14,11,1,1,65
14,10,0,1,83
14,9,1,1,118
14,11,1,1,59
14,10,1,1,80
14,9,0,1,51
14,10,0,1,92
14,9,1,1,80
14,7,1,1,90
14,16,0,1,75
14,13,0,1,62
14,12,0,1,46
14,14,0,1,94
14,17,1,1,87
14,12,0,1,79
14,12,0,1,59
14,12,1,1,70
14,15,0,1,67
14,14,1,1,88
14,16,1,1,66
14,16,1,1,69
14,19,0,1,43
14,18,0,1,98
14,18,0,1,81
14,18,0,1,128
14,23,0,1,52
14,23,0,1,50
14,21,1,1,80
14,21,1,1,75
14,18,0,1,74
14,19,0,1,72
14,21,0,1,59
14,0,1,0,66
14,1,1,0,40
14,0,1,0,60
14,1,1,0,67
14,5,0,0,46
14,3,0,0,84
14,8,1,0,79
14,9,1,0,60
14,7,1,0,29
14,11,0,0,51
14,10,0,0,107
14,6,0,0,14
14,10,1,0,74
14,8,0,0,89
14,8,1,0,19
14,8,1,0,52
14,16,1,0,58
14,13,1,0,99
14,12,0,0,60
14,15,1,0,83
14,15,1,0,95
14,13,0,0,66
14,16,1,0,73
14,22,1,0,3
14,21,0,0,68
14,21,1,0,92
14,18,0,0,89
14,23,0,0,40
14,22,1,0,71
14,20,0,0,52
14,23,0,0,45
14,22,0,0,110
14,21,1,0,25
14,19,1,0,95
14,23,1,0,108
14,0,0,0,39
14,0,1,0,70
14,2,0,0,56
14,0,0,0,65
14,2,0,0,49
14,23,0,0,40
14,10,0,0,86
14,10,1,0,84
14,8,0,0,73
14,8,0,0,80
14,7,0,0,69
14,8,1,0,79
14,12,0,0,74
14,14,0,0,33
14,12,1,0,94
14,15,0,0,72
14,16,0,0,61
14,12,0,0,50
14,16,1,0,90
14,17,0,0,69
14,16,0,0,76
14,16,1,0,75
14,13,0,0,63
14,17,1,0,129
14,15,1,0,88
14,21,0,0,64
14,22,1,0,74
14,22,0,0,56
14,23,1,0,46
14,23,1,0,68
14,22,1,0,99
14,19,1,0,96
14,21,0,0,89
14,22,1,0,27
14,23,1,0,59
14,23,0,0,82
14,0,0,1,53
14,0,1,1,73
14,2,0,1,53
14,1,1,1,51
14,0,0,1,77
14,2,0,1,52
14,4,1,1,44
14,7,1,1,90
14,9,1,1,100
14,8,0,1,50
14,11,1,1,75
14,8,1,1,70
14,7,1,1,44
14,8,0,1,100
14,11,0,1,59
14,9,1,1,14
14,16,0,1,84
14,12,1,1,67
